Entity,Code,Year,LE,HE,Population,Continent
United Kingdom,GBR,1950,,,50616019,
United Kingdom,GBR,1951,,,50601926,
United Kingdom,GBR,1952,,,50651273,
United Kingdom,GBR,1953,,,50750980,
United Kingdom,GBR,1954,,,50890911,
United Kingdom,GBR,1955,,,51063907,
United Kingdom,GBR,1956,,,51265885,
United Kingdom,GBR,1957,,,51495703,
United Kingdom,GBR,1958,,,51754668,
United Kingdom,GBR,1959,,,52045664,
United Kingdom,GBR,1960,71.12683105,,52370595,
United Kingdom,GBR,1961,70.87805176,,52727763,
United Kingdom,GBR,1962,70.92682648,,53109400,
United Kingdom,GBR,1963,70.826828,,53500721,
United Kingdom,GBR,1964,71.62438965,,53882751,
United Kingdom,GBR,1965,71.62438965,,54240855,
United Kingdom,GBR,1966,71.57317352,,54568868,
United Kingdom,GBR,1967,72.12438965,,54866529,
United Kingdom,GBR,1968,71.72438812,,55132603,
United Kingdom,GBR,1969,71.72195435,,55367950,
United Kingdom,GBR,1970,71.97316742,,55573455,
United Kingdom,GBR,1971,72.27317047,,55748534,
United Kingdom,GBR,1972,72.12438965,,55892412,
United Kingdom,GBR,1973,72.3243866,,56006290,
United Kingdom,GBR,1974,72.52439117,,56092059,
United Kingdom,GBR,1975,72.72438812,,56152325,
United Kingdom,GBR,1976,72.77561188,,56188348,
United Kingdom,GBR,1977,73.22438812,,56203598,
United Kingdom,GBR,1978,73.1756134,,56205910,
United Kingdom,GBR,1979,73.27561188,,56205087,
United Kingdom,GBR,1980,73.6756134,,56209164,
United Kingdom,GBR,1981,74.02683258,,56220739,
United Kingdom,GBR,1982,74.17804718,,56241408,
United Kingdom,GBR,1983,74.37805176,,56276791,
United Kingdom,GBR,1984,74.77804565,,56332902,
United Kingdom,GBR,1985,74.62926483,,56413555,
United Kingdom,GBR,1986,74.92926788,,56522505,
United Kingdom,GBR,1987,75.28048706,,56658260,
United Kingdom,GBR,1988,75.38048553,,56812754,
United Kingdom,GBR,1989,75.58292389,,56974289,
United Kingdom,GBR,1990,75.88048553,,57134377,
United Kingdom,GBR,1991,76.08292389,,57290792,
United Kingdom,GBR,1992,76.43414307,,57446041,
United Kingdom,GBR,1993,76.38536835,,57602279,
United Kingdom,GBR,1994,76.88536835,,57763382,
United Kingdom,GBR,1995,76.836586,,57932450,
United Kingdom,GBR,1996,77.0878067,,58113554,
United Kingdom,GBR,1997,77.21097565,,58307320,
United Kingdom,GBR,1998,77.19024658,,58509972,
United Kingdom,GBR,1999,77.39024353,,58715859,
United Kingdom,GBR,2000,77.74146271,1904.535645,58923305,
United Kingdom,GBR,2001,77.99268341,2102.662842,59124277,
United Kingdom,GBR,2002,78.14390564,2307.854736,59326294,
United Kingdom,GBR,2003,78.44634247,2458.642578,59561429,
United Kingdom,GBR,2004,78.74633789,2685.32373,59872760,
United Kingdom,GBR,2005,79.04878235,2761.297363,60287953,
United Kingdom,GBR,2006,79.2487793,2994.528809,60821349,
United Kingdom,GBR,2007,79.44878387,3132.023438,61455154,
United Kingdom,GBR,2008,79.59999847,3334.318604,62145098,
United Kingdom,GBR,2009,80.05121613,3475.684326,62828620,
United Kingdom,GBR,2010,80.4024353,3601.096924,63459801,
United Kingdom,GBR,2011,80.95121765,3674.361328,64021922,
United Kingdom,GBR,2012,80.90487671,3809.362305,64525300,
United Kingdom,GBR,2013,81.00487518,3997.300293,64984015,
United Kingdom,GBR,2014,81.30487823,4124.464355,65423048,
United Kingdom,GBR,2015,80.95610046,4231.580078,65860149,Europe
United Kingdom,GBR,2016,81.15609741,4374.492188,66297944,
United Kingdom,GBR,2017,81.25609589,4515.587402,66727463,
United Kingdom,GBR,2018,81.25609589,4830.183105,67141678,
United Kingdom,GBR,2019,81.20487976,5087.381348,67530161,
United Kingdom,GBR,2020,80.9024353,,67886004,
United Kingdom,GBR,2021,,,68207114,
United States,USA,1900,,,78763706,
United States,USA,1901,,,80336086,
United States,USA,1902,,,81949920,
United States,USA,1903,,,83606240,
United States,USA,1904,,,85296008,
United States,USA,1905,,,87019897,
United States,USA,1906,,,88778597,
United States,USA,1907,,,90572810,
United States,USA,1908,,,92403252,
United States,USA,1909,,,94167861,
United States,USA,1910,,,95863718,
United States,USA,1911,,,97487822,
United States,USA,1912,,,99037086,
United States,USA,1913,,,100508338,
United States,USA,1914,,,102001413,
United States,USA,1915,,,103516631,
United States,USA,1916,,,105054323,
United States,USA,1917,,,106614820,
United States,USA,1918,,,108135496,
United States,USA,1919,,,109687474,
United States,USA,1920,,,111271341,
United States,USA,1921,,,112887696,
United States,USA,1922,,,114537147,
United States,USA,1923,,,116220314,
United States,USA,1924,,,117928215,
United States,USA,1925,,,119661215,
United States,USA,1926,,,121419682,
United States,USA,1927,,,123203991,
United States,USA,1928,,,125014520,
United States,USA,1929,,,126654267,
United States,USA,1930,,,128119335,
United States,USA,1931,,,129405760,
United States,USA,1932,,,130509510,
United States,USA,1933,,,131426486,
United States,USA,1934,,,132349904,
United States,USA,1935,,,133279810,
United States,USA,1936,,,134216250,
United States,USA,1937,,,135159270,
United States,USA,1938,,,136108915,
United States,USA,1939,,,137254990,
United States,USA,1940,,,138601511,
United States,USA,1941,,,140152562,
United States,USA,1942,,,141912292,
United States,USA,1943,,,143884915,
United States,USA,1944,,,145884958,
United States,USA,1945,,,147912803,
United States,USA,1946,,,149968835,
United States,USA,1947,,,152053446,
United States,USA,1948,,,154167035,
United States,USA,1949,,,156416114,
United States,USA,1950,,,158804397,
United States,USA,1951,,,160872264,
United States,USA,1952,,,163266026,
United States,USA,1953,,,165909996,
United States,USA,1954,,,168736390,
United States,USA,1955,,,171685337,
United States,USA,1956,,,174705006,
United States,USA,1957,,,177751477,
United States,USA,1958,,,180788387,
United States,USA,1959,,,183786249,
United States,USA,1960,69.77072906,,186720570,
United States,USA,1961,70.27072906,,189569850,
United States,USA,1962,70.11951447,,192313747,
United States,USA,1963,69.91707611,,194932400,
United States,USA,1964,70.16585541,,197408497,
United States,USA,1965,70.21463776,,199733679,
United States,USA,1966,70.21219635,,201895760,
United States,USA,1967,70.56097412,,203905081,
United States,USA,1968,69.95121765,,205805756,
United States,USA,1969,70.50731659,,207659274,
United States,USA,1970,70.80731964,,209513340,
United States,USA,1971,71.10731506,,211384079,
United States,USA,1972,71.15609741,,213269805,
United States,USA,1973,71.35609436,,215178797,
United States,USA,1974,71.95610046,,217114898,
United States,USA,1975,72.60488129,,219081250,
United States,USA,1976,72.85609436,,221086427,
United States,USA,1977,73.25609589,,223135659,
United States,USA,1978,73.35609436,,225223307,
United States,USA,1979,73.80487823,,227339321,
United States,USA,1980,73.60975647,,229476360,
United States,USA,1981,74.009758,,231636065,
United States,USA,1982,74.36097717,,233821851,
United States,USA,1983,74.46341705,,236030236,
United States,USA,1984,74.56341553,,238256849,
United States,USA,1985,74.56341553,,240499822,
United States,USA,1986,74.61463165,,242763137,
United States,USA,1987,74.76585388,,245052780,
United States,USA,1988,74.76585388,,247372258,
United States,USA,1989,75.01707458,,249725809,
United States,USA,1990,75.21463776,,252120309,
United States,USA,1991,75.36585236,,254539371,
United States,USA,1992,75.61707306,,256990608,
United States,USA,1993,75.41950989,,259532130,
United States,USA,1994,75.61951447,,262241204,
United States,USA,1995,75.62194824,,265163740,
United States,USA,1996,76.02683258,,268335007,
United States,USA,1997,76.42926788,,271713634,
United States,USA,1998,76.58049011,,275175309,
United States,USA,1999,76.58292389,,278548148,
United States,USA,2000,76.63658905,4543.436035,281710914,
United States,USA,2001,76.836586,4894.280762,284607992,
United States,USA,2002,76.93658447,5322.742188,287279312,
United States,USA,2003,77.03658295,5732.229492,289815567,
United States,USA,2004,77.48780823,6097.287598,292354663,
United States,USA,2005,77.48780823,6454.403809,294993509,
United States,USA,2006,77.68780518,6828.615723,297758977,
United States,USA,2007,77.98780823,7181.89209,300608425,
United States,USA,2008,78.03902435,7401.369141,303486022,
United States,USA,2009,78.39024353,7657.559082,306307565,
United States,USA,2010,78.54146576,7888.352051,309011469,
United States,USA,2011,78.64146423,8080.214844,311584051,
United States,USA,2012,78.74146271,8342.580078,314043885,
United States,USA,2013,78.74146271,8522.125977,316400539,
United States,USA,2014,78.84146118,8939.396484,318673422,
United States,USA,2015,78.69024658,9392.066406,320878312,North America
United States,USA,2016,78.53902435,9775,323015992,
United States,USA,2017,78.53902435,10103.0918,325084758,
United States,USA,2018,78.63902283,10515.32324,327096263,
United States,USA,2019,78.78780365,10921.0127,329064917,
United States,USA,2020,77.28048706,,331002647,
United States,USA,2021,,,332915074,
